id,created_at,updated_at,deleted_at,user_id,amount,status,bukti_tf_url,fundraising_id
88,2024-06-08 19:33:48.384,,,83,2500000,sukses,"https://res.cloudinary.com/dvrhf8d9t/image/upload/e_improve,w_300,h_600,c_thumb,g_auto/v1717792274/btf.11_rvvtq4.jpg",14
89,2024-06-08 19:33:48.384,,,73,70000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.13_wldfji.jpg,14
90,2024-06-08 19:33:48.384,,,59,950000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.23_mtn8sm.jpg,12
91,2024-06-08 19:33:48.384,,,61,2000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.1_gg4hgf.jpg,21
92,2024-06-08 19:33:48.384,,,80,2000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.1_gg4hgf.jpg,17
93,2024-06-08 19:33:48.384,,,83,30000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.19_n9t3to.jpg,14
94,2024-06-08 19:33:48.384,,,61,5000000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.2_kgz9ea.jpg,19
95,2024-06-08 19:33:48.384,,,74,81000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.17_z3mqoc.jpg,15
96,2024-06-08 19:33:48.384,,,55,90000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.18_ltbrjp.jpg,15
97,2024-06-08 19:33:48.384,,,60,750000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.28_w635v7.jpg,15
98,2024-06-08 19:33:48.384,,,65,150000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.20_r9ulxq.jpg,14
99,2024-06-08 19:33:48.384,,,66,15000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.35_lrypgl.jpg,14
100,2024-06-08 19:33:48.384,,,64,550000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792271/btf.31_mltih7.jpg,15
101,2024-06-08 19:33:48.384,,,85,15000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.35_lrypgl.jpg,15
102,2024-06-08 19:33:48.384,,,55,67000,sukses,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.37_b1iwia.jpg,15
103,2024-06-09 21:19:11.324,,,51,250000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.4_z3vwxy.jpg,6
104,2024-06-09 21:19:11.324,,,65,900000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.25_cpb3xs.jpg,13
105,2024-06-09 21:19:11.324,,,70,100000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.3_yzed1k.jpg,9
106,2024-06-09 21:19:11.324,,,82,400000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.12_tw6pau.jpg,28
107,2024-06-09 21:19:11.324,,,54,67000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.37_b1iwia.jpg,13
108,2024-06-09 21:19:11.324,,,61,900000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.25_cpb3xs.jpg,7
109,2024-06-09 21:19:11.324,,,69,20000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.16_faprnb.jpg,18
110,2024-06-09 21:19:11.324,,,77,100000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792275/btf.3_yzed1k.jpg,20
111,2024-06-09 21:19:11.324,,,75,900000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792272/btf.25_cpb3xs.jpg,21
112,2024-06-09 21:19:11.324,,,53,400000,pending,https://res.cloudinary.com/dvrhf8d9t/image/upload/v1717792273/btf.12_tw6pau.jpg,7
